"id","name","state","classification","population","created_at","updated_at"
"525","Itanagar*","Arunachal Pradesh","C.T","35,022","2015-03-15 04:06:15.540095","2015-03-15 04:06:15.540095"
"526","Itarsi","Madhya Pradesh","UA","1,14,430","2015-03-15 04:06:15.552405","2015-03-15 04:06:15.552405"
"527","Idukki","Kerala","\N","\N","2015-03-15 04:06:15.562022","2015-03-15 04:06:15.562022"
"528","Jabalpur","Madhya Pradesh","M. Corp.","11,70,000 (2011)","2015-03-15 04:06:15.573293","2015-03-15 04:06:15.573293"
"529","Jagadhri","Haryana","\N","\N","2015-03-15 04:06:15.584296","2015-03-15 04:06:15.584296"
"530","Jagatsinghapur","Odisha","N.A.C","30,824","2015-03-15 04:06:15.595259","2015-03-15 04:06:15.595259"
"531","Jagdalpur","Chhattisgarh","UA","1,03,123","2015-03-15 04:06:15.606462","2015-03-15 04:06:15.606462"
"532","Jagdispur","Bihar","M","28,085","2015-03-15 04:06:15.617577","2015-03-15 04:06:15.617577"
"533","Jaggaiahpet","Andhra Pradesh","N.P","40,373","2015-03-15 04:06:15.62866","2015-03-15 04:06:15.62866"
"534","Jagraon","Punjab","M.Cl","60,080","2015-03-15 04:06:15.640026","2015-03-15 04:06:15.640026"
"535","Jagtial","Andhra Pradesh","M","85,521","2015-03-15 04:06:15.650728","2015-03-15 04:06:15.650728"
"536","Jaipur*","Rajasthan","\N","3110570 (2011)","2015-03-15 04:06:15.661781","2015-03-15 04:06:15.661781"
"537","Jais","Uttar Pradesh","\N","\N","2015-03-15 04:06:15.67452","2015-03-15 04:06:15.67452"
"538","Jaisalmer","Rajasthan","\N","\N","2015-03-15 04:06:15.684077","2015-03-15 04:06:15.684077"
"539","Jaitaran","Rajasthan","\N","\N","2015-03-15 04:06:15.694873","2015-03-15 04:06:15.694873"
"540","Jaitu","Punjab","UA","33,465","2015-03-15 04:06:15.706206","2015-03-15 04:06:15.706206"
"541","Jajapur","Odisha","M","32,239","2015-03-15 04:06:15.717299","2015-03-15 04:06:15.717299"
"542","Jajmau","Uttar Pradesh","M. Corp.","6,52,831","2015-03-15 04:06:15.728356","2015-03-15 04:06:15.728356"
"543","Jalalabad","Punjab","UA","32,924","2015-03-15 04:06:15.73943","2015-03-15 04:06:15.73943"
"544","Jalna","Maharashtra","\N","\N","2015-03-15 04:06:15.750492","2015-03-15 04:06:15.750492"
"545","Jalandhar Cantt.","Punjab","C.B","40,531","2015-03-15 04:06:15.762393","2015-03-15 04:06:15.762393"
"546","Jalandhar","Punjab","UA","7,14,077","2015-03-15 04:06:15.772645","2015-03-15 04:06:15.772645"
"547","Jaleswar","Odisha","N.A.C","21,387","2015-03-15 04:06:15.783709","2015-03-15 04:06:15.783709"
"548","Jalgaon","Maharashtra","\N","\N","2015-03-15 04:06:15.795754","2015-03-15 04:06:15.795754"
"549","Jalpaiguri","West Bengal","U.A","1,69,013","2015-03-15 04:06:15.805819","2015-03-15 04:06:15.805819"
"550","Jalore","Rajasthan","\N","\N","2015-03-15 04:06:15.816886","2015-03-15 04:06:15.816886"
"551","Jamalpur","Bihar","M","96,983","2015-03-15 04:06:15.828235","2015-03-15 04:06:15.828235"
"552","Jammalamadugu","Andhra Pradesh","C.T","40,514","2015-03-15 04:06:15.839022","2015-03-15 04:06:15.839022"
"553","Jammu","Jammu and Kashmir","UA","(2011) 951,373","2015-03-15 04:06:15.850165","2015-03-15 04:06:15.850165"
"554","Jamnagar","Gujarat","\N","19,10,000","2015-03-15 04:06:15.861316","2015-03-15 04:06:15.861316"
"555","Jamshedpur","Jharkhand","UA","16,18,524","2015-03-15 04:06:15.872284","2015-03-15 04:06:15.872284"
"556","Jamtara","Jharkhand","N.A","22,558","2015-03-15 04:06:15.883823","2015-03-15 04:06:15.883823"
"557","Jamui","Bihar","M","(2011)951.373","2015-03-15 04:06:15.92773","2015-03-15 04:06:15.92773"
"558","Jandiala","Punjab","M.Cl","23,834","2015-03-15 04:06:15.938429","2015-03-15 04:06:15.938429"
"559","Jangaon","Andhra Pradesh","N.P","43,996","2015-03-15 04:06:15.971905","2015-03-15 04:06:15.971905"
"560","Janjgir","Chhattisgarh","M","32,513","2015-03-15 04:06:15.98301","2015-03-15 04:06:15.98301"
"561","Jashpurnagar","Chhattisgarh","N.P","20,239","2015-03-15 04:06:15.994123","2015-03-15 04:06:15.994123"
"562","Jaspur","Uttarakhand","M.B","38,937","2015-03-15 04:06:16.027577","2015-03-15 04:06:16.027577"
"563","Jatani","Odisha","UA","57,957","2015-03-15 04:06:16.038412","2015-03-15 04:06:16.038412"
"564","Jaunpur","Uttar Pradesh","\N","\N","2015-03-15 04:06:16.04937","2015-03-15 04:06:16.04937"
"565","Jayankondam","Tamil Nadu","M","39,569","2015-03-15 04:06:16.072589","2015-03-15 04:06:16.072589"
"566","Jehanabad","Bihar","M","81,503","2015-03-15 04:06:16.082606","2015-03-15 04:06:16.082606"
"567","Jeypur","Odisha","M","76,625","2015-03-15 04:06:16.093772","2015-03-15 04:06:16.093772"
"568","Jhabua","Madhya Pradesh","\N","\N","2015-03-15 04:06:16.104685","2015-03-15 04:06:16.104685"
"569","Jhajha","Bihar","N.A","36,447","2015-03-15 04:06:16.115792","2015-03-15 04:06:16.115792"
"570","Jhajjar","Haryana","M.C","39,002","2015-03-15 04:06:16.127041","2015-03-15 04:06:16.127041"
"571","Jhalawar","Rajasthan","\N","\N","2015-03-15 04:06:16.138058","2015-03-15 04:06:16.138058"
"572","Jhanjharpur","Bihar","N.A","24,112","2015-03-15 04:06:16.149089","2015-03-15 04:06:16.149089"
"573","Jhansi","Uttar Pradesh","M.Corp.","5,04,292","2015-03-15 04:06:16.160525","2015-03-15 04:06:16.160525"
"574","Jhargram","West Bengal","M","53,158","2015-03-15 04:06:16.171003","2015-03-15 04:06:16.171003"
"575","Jharsuguda","Odisha","M","76,100","2015-03-15 04:06:16.182288","2015-03-15 04:06:16.182288"
"576","Jhumri Tilaiya","Jharkhand","M","69,503","2015-03-15 04:06:16.194104","2015-03-15 04:06:16.194104"
"577","Jhunjhunu","Rajasthan","\N","\N","2015-03-15 04:06:16.204467","2015-03-15 04:06:16.204467"
"578","Jind","Haryana","M.Cl","1,35,855","2015-03-15 04:06:16.215454","2015-03-15 04:06:16.215454"
"579","Joda","Odisha","M","38,689","2015-03-15 04:06:16.226648","2015-03-15 04:06:16.226648"
"580","Jodhpur","Rajasthan","\N","\N","2015-03-15 04:06:16.237691","2015-03-15 04:06:16.237691"
"581","Jogabani","Bihar","N.A","29,991","2015-03-15 04:06:16.248752","2015-03-15 04:06:16.248752"
"582","Jogendranagar","Tripura","C.T","34,850","2015-03-15 04:06:16.259761","2015-03-15 04:06:16.259761"
"583","Jorhat","Assam","UA","1,37,814","2015-03-15 04:06:16.27066","2015-03-15 04:06:16.27066"
"584","Jowai","Meghalaya","M","25,057","2015-03-15 04:06:16.282271","2015-03-15 04:06:16.282271"
"585","Junagadh","Gujarat","\N","\N","2015-03-15 04:06:16.292783","2015-03-15 04:06:16.292783"
"586","Junnar","Maharashtra","\N","\N","2015-03-15 04:06:16.304012","2015-03-15 04:06:16.304012"
"587","Jhalda","West Bengal","M","20,000","2015-03-15 04:06:16.31597","2015-03-15 04:06:16.31597"
"588","Kadapa","Andhra Pradesh","\N","\N","2015-03-15 04:06:16.325777","2015-03-15 04:06:16.325777"
"589","Kadi","Gujarat","UA","60,026","2015-03-15 04:06:16.337261","2015-03-15 04:06:16.337261"
"590","Kadiri","Andhra Pradesh","M","76,252","2015-03-15 04:06:16.348236","2015-03-15 04:06:16.348236"
"591","Kadirur","Kerala","C.T","28,989","2015-03-15 04:06:16.359054","2015-03-15 04:06:16.359054"
"592","Kagaznagar","Andhra Pradesh","M","59,734","2015-03-15 04:06:16.370441","2015-03-15 04:06:16.370441"
"593","Kailaras","Madhya Pradesh","\N","\N","2015-03-15 04:06:16.381484","2015-03-15 04:06:16.381484"
"594","Kailasahar","Tripura","N.P","20,286","2015-03-15 04:06:16.392502","2015-03-15 04:06:16.392502"
"595","Kaithal","Haryana","M.Cl","1,17,285","2015-03-15 04:06:16.403746","2015-03-15 04:06:16.403746"
"596","Kakching","Manipur","M.Cl","28,724","2015-03-15 04:06:16.414613","2015-03-15 04:06:16.414613"
"597","Kakinada","Andhra Pradesh","M.Corp","3,76,861","2015-03-15 04:06:16.42572","2015-03-15 04:06:16.42572"
"598","Kalan Wali","Haryana","M.C","25,163","2015-03-15 04:06:16.438363","2015-03-15 04:06:16.438363"
"599","Kalavad","Gujarat","M","24,858","2015-03-15 04:06:16.447931","2015-03-15 04:06:16.447931"
"600","Kalburgi","Karnataka","\N","\N","2015-03-15 04:06:16.458995","2015-03-15 04:06:16.458995"
"601","Kalimpong","West Bengal","\N","\N","2015-03-15 04:06:16.470052","2015-03-15 04:06:16.470052"
"602","Kalka","Haryana","M.C","30,830","2015-03-15 04:06:16.481145","2015-03-15 04:06:16.481145"
"603","Kalliasseri","Kerala","C.T","28,068","2015-03-15 04:06:16.491954","2015-03-15 04:06:16.491954"
"604","Kalpi","Uttar Pradesh","UA","1,12,013","2015-03-15 04:06:16.503208","2015-03-15 04:06:16.503208"
"605","Kalol","Gujarat","UA","27,903","2015-03-15 04:06:16.514425","2015-03-15 04:06:16.514425"
"606","Kalpetta","Kerala","M","29,612","2015-03-15 04:06:16.525639","2015-03-15 04:06:16.525639"
"607","Kalyan","Maharashtra","\N","15,76,614","2015-03-15 04:06:16.536518","2015-03-15 04:06:16.536518"
"608","Kalyandurg","Andhra Pradesh","C.T","29,266","2015-03-15 04:06:16.54758","2015-03-15 04:06:16.54758"
"609","Kamareddy","Andhra Pradesh","M","64,496","2015-03-15 04:06:16.558813","2015-03-15 04:06:16.558813"
"610","Kamthi","Maharashtra","\N","\N","2015-03-15 04:06:16.569794","2015-03-15 04:06:16.569794"
"611","Kanchipuram","Tamil Nadu","\N","\N","2015-03-15 04:06:16.580849","2015-03-15 04:06:16.580849"
"612","Kanda","Uttarakhand","\N","\N","2015-03-15 04:06:16.592414","2015-03-15 04:06:16.592414"
"613","Kandukur","Andhra Pradesh","M","50,326","2015-03-15 04:06:16.603007","2015-03-15 04:06:16.603007"
"614","Kanhangad","Kerala","UA","1,29,367","2015-03-15 04:06:16.614066","2015-03-15 04:06:16.614066"
"615","Kanjikkuzhi","Kerala","C.T","align=""right""21","2015-03-15 04:06:16.625039","2015-03-15 04:06:16.625039"
"616","Kanker","Chhattisgarh","UA","31,385","2015-03-15 04:06:16.636019","2015-03-15 04:06:16.636019"
"617","Kannur","Kerala","UA","4,98,207","2015-03-15 04:06:16.649215","2015-03-15 04:06:16.649215"
"618","Kanpur","Uttar Pradesh","Megacity","58,81,356","2015-03-15 04:06:16.658338","2015-03-15 04:06:16.658338"
"619","Kantabanji","Odisha","N.A.C","20,095","2015-03-15 04:06:16.669377","2015-03-15 04:06:16.669377"
"620","Kanti","Bihar","N.A","20,871","2015-03-15 04:06:16.681864","2015-03-15 04:06:16.681864"
"621","Kapadvanj","Gujarat","M","43,950","2015-03-15 04:06:16.691264","2015-03-15 04:06:16.691264"
"622","Kapurthala","Punjab","M.Cl","85,686","2015-03-15 04:06:16.702591","2015-03-15 04:06:16.702591"
"623","Karad","Maharashtra","\N","\N","2015-03-15 04:06:16.713674","2015-03-15 04:06:16.713674"
"624","Karaikal","Puducherry","M","74,438","2015-03-15 04:06:16.724729","2015-03-15 04:06:16.724729"
"625","Karaikudi","Tamil Nadu","\N","\N","2015-03-15 04:06:16.735796","2015-03-15 04:06:16.735796"
"626","Karanjia","Odisha","N.A.C","21,441","2015-03-15 04:06:16.746779","2015-03-15 04:06:16.746779"
"627","Karimganj","Assam","M.B","52,613","2015-03-15 04:06:16.757939","2015-03-15 04:06:16.757939"
"628","Karimnagar","Andhra Pradesh","M.corp","2,99,302","2015-03-15 04:06:16.769438","2015-03-15 04:06:16.769438"
"629","Karjan","Gujarat","M","26,358","2015-03-15 04:06:16.780024","2015-03-15 04:06:16.780024"
"630","karjat","maharashtra","M","2,17,363","2015-03-15 04:06:16.79119","2015-03-15 04:06:16.79119"
"631","Kaarkala","Karnataka","\N","\N","2015-03-15 04:06:16.803234","2015-03-15 04:06:16.803234"
"632","Karnal","Haryana","UA","12,74,843","2015-03-15 04:06:16.813301","2015-03-15 04:06:16.813301"
"633","Karoran","Punjab","C.T","20,361","2015-03-15 04:06:16.824359","2015-03-15 04:06:16.824359"
"634","Kartarpur","Punjab","M.Cl","25,157","2015-03-15 04:06:16.835437","2015-03-15 04:06:16.835437"
"635","Karur","Tamil Nadu","UA","1,53,675","2015-03-15 04:06:16.846501","2015-03-15 04:06:16.846501"
"636","Karungal","Tamil Nadu","\N","\N","2015-03-15 04:06:16.857661","2015-03-15 04:06:16.857661"
"637","Karwar","Karnataka","C.M.C","62,973","2015-03-15 04:06:16.868665","2015-03-15 04:06:16.868665"
"638","Kasaragod","Kerala","UA","75,968","2015-03-15 04:06:16.879733","2015-03-15 04:06:16.879733"
"639","Kashipur","Uttarakhand","M.B","92,967","2015-03-15 04:06:16.891054","2015-03-15 04:06:16.891054"
"640","Kathua","Jammu and Kashmir","UA","(2011)162,988","2015-03-15 04:06:16.901713","2015-03-15 04:06:16.901713"
"641","Katihar","Bihar","UA","1,90,873","2015-03-15 04:06:16.913134","2015-03-15 04:06:16.913134"
"642","Katni","Madhya Pradesh","\N","\N","2015-03-15 04:06:16.924652","2015-03-15 04:06:16.924652"
"643","Katra","Jammu & Kashmir","\N","\N","2015-03-15 04:06:16.935019","2015-03-15 04:06:16.935019"
"644","Kavali","Andhra Pradesh","UA","85,616","2015-03-15 04:06:16.945811","2015-03-15 04:06:16.945811"
"645","Kavaratti*","Lakshadweep","C.T","10,119","2015-03-15 04:06:16.957214","2015-03-15 04:06:16.957214"
"646","Kawardha","Chhattisgarh","UA","32,415","2015-03-15 04:06:16.968273","2015-03-15 04:06:16.968273"
"647","Kayamkulam","Kerala","M","68,585","2015-03-15 04:06:16.979373","2015-03-15 04:06:16.979373"
"648","Kendrapara","Odisha","M","41,407","2015-03-15 04:06:16.990349","2015-03-15 04:06:16.990349"
"649","Kendujhar","Odisha","M","51,845","2015-03-15 04:06:17.00145","2015-03-15 04:06:17.00145"
"650","Keshod","Gujarat","M","63,257","2015-03-15 04:06:17.012833","2015-03-15 04:06:17.012833"
"651","Keylong","Himachal Pradesh","\N","\N","2015-03-15 04:06:17.023643","2015-03-15 04:06:17.023643"
"652","Khagaria","Bihar","M","45,221","2015-03-15 04:06:17.034742","2015-03-15 04:06:17.034742"
"653","Khalilabad","Uttar Pradesh","MB","39,814","2015-03-15 04:06:17.046919","2015-03-15 04:06:17.046919"
"654","Khambhalia","Gujarat","M","36,479","2015-03-15 04:06:17.056863","2015-03-15 04:06:17.056863"
"655","Khambhat","Gujarat","UA","93,194","2015-03-15 04:06:17.067936","2015-03-15 04:06:17.067936"
"656","Khammam","Andhra Pradesh","UA","1,98,620","2015-03-15 04:06:17.078998","2015-03-15 04:06:17.078998"
"657","Khanna","Punjab","M.Cl","1,03,099","2015-03-15 04:06:17.089826","2015-03-15 04:06:17.089826"
"658","Kharagpur","Bihar","N.A","27,075","2015-03-15 04:06:17.101124","2015-03-15 04:06:17.101124"
"659","Kharagpur","West Bengal","Urban Agglomeration","3,72,339","2015-03-15 04:06:17.112111","2015-03-15 04:06:17.112111"
"660","Kharar","Punjab","UA","42,289","2015-03-15 04:06:17.123286","2015-03-15 04:06:17.123286"
"661","Kheda","Gujarat","M","24,136","2015-03-15 04:06:17.134662","2015-03-15 04:06:17.134662"
"662","Khedbrahma","Gujarat","M","25,556","2015-03-15 04:06:17.145435","2015-03-15 04:06:17.145435"
"663","Kheralu","Gujarat","M","20,141","2015-03-15 04:06:17.156489","2015-03-15 04:06:17.156489"
"664","Kheri","Uttar Pradesh","\N","\N","2015-03-15 04:06:17.168693","2015-03-15 04:06:17.168693"
"665","Khordha","Odisha","M","39,054","2015-03-15 04:06:17.178607","2015-03-15 04:06:17.178607"
"666","Khowai","Tripura","N.P","17,689","2015-03-15 04:06:17.189715","2015-03-15 04:06:17.189715"
"667","Khunti","Jharkhand","N.A","29,282","2015-03-15 04:06:17.20077","2015-03-15 04:06:17.20077"
"668","Khurai","Madhya Pradesh","\N","\N","2015-03-15 04:06:17.21184","2015-03-15 04:06:17.21184"
"669","kichha","Uttarakhand","M.B","30,503","2015-03-15 04:06:17.222976","2015-03-15 04:06:17.222976"
"670","Kishanganj","Bihar","M","85,590","2015-03-15 04:06:17.234016","2015-03-15 04:06:17.234016"
"671","Kochi","Kerala","UA","13,55,972","2015-03-15 04:06:17.245091","2015-03-15 04:06:17.245091"
"672","Kodad","Andhra Pradesh","\N","\N","2015-03-15 04:06:17.256288","2015-03-15 04:06:17.256288"
"673","Kodinar","Gujarat","M","32,610","2015-03-15 04:06:17.267228","2015-03-15 04:06:17.267228"
"674","Kodungallur","Kerala","UA","94,883","2015-03-15 04:06:17.2783","2015-03-15 04:06:17.2783"
"675","Kohima*","Nagaland","T.C","77,030","2015-03-15 04:06:17.289835","2015-03-15 04:06:17.289835"
"676","Kokrajhar","Assam","M.B","31,164","2015-03-15 04:06:17.300341","2015-03-15 04:06:17.300341"
"677","Kolar","Karnataka","\N","77,030","2015-03-15 04:06:17.311511","2015-03-15 04:06:17.311511"
"678","Kolhar","Karnataka","\N","31,164","2015-03-15 04:06:17.322505","2015-03-15 04:06:17.322505"
"679","Kolhapur","Maharashtra","\N","\N","2015-03-15 04:06:17.333651","2015-03-15 04:06:17.333651"
"680","Kolkata","West Bengal","Urban Agglomeration","1,46,17,882","2015-03-15 04:06:17.344935","2015-03-15 04:06:17.344935"
"681","Kollam","Kerala","UA","3,80,091","2015-03-15 04:06:17.355762","2015-03-15 04:06:17.355762"
"682","Kollankodu","Tamil Nadu","T.P","34,425","2015-03-15 04:06:17.366827","2015-03-15 04:06:17.366827"
"683","Kondagaon","Chhattisgarh","M","26,898","2015-03-15 04:06:17.378594","2015-03-15 04:06:17.378594"
"684","Konnagar","West Bengal","\N","\N","2015-03-15 04:06:17.388822","2015-03-15 04:06:17.388822"
"685","Koothuparamba","Kerala","M","29,532","2015-03-15 04:06:17.400118","2015-03-15 04:06:17.400118"
"686","Koraput","Odisha","N.A.C","39,548","2015-03-15 04:06:17.41117","2015-03-15 04:06:17.41117"
"687","Korba","Chhattisgarh","M.Corp.","3,65,073","2015-03-15 04:06:17.42215","2015-03-15 04:06:17.42215"
"688","Koratla","Andhra Pradesh","M","54,012","2015-03-15 04:06:17.433377","2015-03-15 04:06:17.433377"
"689","Kot Kapura","Punjab","M.Cl","80,785","2015-03-15 04:06:17.444353","2015-03-15 04:06:17.444353"
"690","Kota","Karnataka","\N","\N","2015-03-15 04:06:17.455501","2015-03-15 04:06:17.455501"
"691","Kota","Rajasthan","\N","\N","2015-03-15 04:06:17.466822","2015-03-15 04:06:17.466822"
"692","Kota","Uttar Pradesh","\N","\N","2015-03-15 04:06:17.477833","2015-03-15 04:06:17.477833"
"693","Kotdwara","Uttarakhand","M.B","24,947","2015-03-15 04:06:17.510571","2015-03-15 04:06:17.510571"
"694","Kothagudem","Andhra Pradesh","UA","1,05,266","2015-03-15 04:06:17.53358","2015-03-15 04:06:17.53358"
"695","Kothamangalam","Kerala","M","37,173","2015-03-15 04:06:17.546042","2015-03-15 04:06:17.546042"
"696","Kothapeta","Andhra Pradesh","\N","\N","2015-03-15 04:06:17.555038","2015-03-15 04:06:17.555038"
"697","Kotma","Madhya Pradesh","\N","\N","2015-03-15 04:06:17.567836","2015-03-15 04:06:17.567836"
"698","Kottayam","Kerala","UA","1,72,878","2015-03-15 04:06:17.577639","2015-03-15 04:06:17.577639"
"699","Kovvur","Andhra Pradesh","N.P","39,372","2015-03-15 04:06:17.588265","2015-03-15 04:06:17.588265"
"700","Kozhikode","Kerala","UA","10,80,247","2015-03-15 04:06:17.600984","2015-03-15 04:06:17.600984"
"701","Kozhencherry","Kerala","CT","13,500","2015-03-15 04:06:17.611014","2015-03-15 04:06:17.611014"
"702","Krishnanagar","West Bengal","\N","\N","2015-03-15 04:06:17.622244","2015-03-15 04:06:17.622244"
"703","Kuchinda","Odisha","\N","\N","2015-03-15 04:06:17.632526","2015-03-15 04:06:17.632526"
"704","Kulpahar","Uttar Pradesh","N.P.","17,437","2015-03-15 04:06:17.644","2015-03-15 04:06:17.644"
"705","Kunnamkulam","Kerala","M","51,592","2015-03-15 04:06:17.654708","2015-03-15 04:06:17.654708"
"706","Kurali","Punjab","M.Cl","23,047","2015-03-15 04:06:17.66567","2015-03-15 04:06:17.66567"
"707","Kurnool","Andhra Pradesh","M.corp","4,95,973","2015-03-15 04:06:17.677372","2015-03-15 04:06:17.677372"
"708","Kurukshetra","Haryana","M.Cl","\N","2015-03-15 04:06:17.68796","2015-03-15 04:06:17.68796"
"709","Kyathampalle","Andhra Pradesh","C.T","42,273","2015-03-15 04:06:17.698992","2015-03-15 04:06:17.698992"
"710","Kamahi Devi","Punjab","C.T","7","2015-03-15 04:06:17.710083","2015-03-15 04:06:17.710083"
"711","Kalyani","West bengal","C.T","7","2015-03-15 04:06:17.721246","2015-03-15 04:06:17.721246"
"712","Lachhmangarh","Rajasthan","M","47,345","2015-03-15 04:06:17.732207","2015-03-15 04:06:17.732207"
"713","Ladnu","Rajasthan","M","57,070","2015-03-15 04:06:17.743357","2015-03-15 04:06:17.743357"
"714","Ladwa","Haryana","M.C","22,339","2015-03-15 04:06:17.754418","2015-03-15 04:06:17.754418"
"715","Lahar","Madhya Pradesh","N.P","28,253","2015-03-15 04:06:17.765505","2015-03-15 04:06:17.765505"
"716","Laharpur","Uttar Pradesh","M.B","50,092","2015-03-15 04:06:17.778088","2015-03-15 04:06:17.778088"
"717","Lakheri","Rajasthan","M","32,183","2015-03-15 04:06:17.787515","2015-03-15 04:06:17.787515"
"718","Lakhimpur","Uttar Pradesh","M.B","1,21,486","2015-03-15 04:06:17.798543","2015-03-15 04:06:17.798543"
"719","Lakhisarai","Bihar","M","77,875","2015-03-15 04:06:17.809846","2015-03-15 04:06:17.809846"
"720","Lakshmishawara","Karnataka","T.M.C","33,417","2015-03-15 04:06:17.820792","2015-03-15 04:06:17.820792"
"721","Lal Gopalganj Nindaura","Uttar Pradesh","N.P","22,992","2015-03-15 04:06:17.831865","2015-03-15 04:06:17.831865"
"722","Lalganj","Bihar","M","29,873","2015-03-15 04:06:17.842935","2015-03-15 04:06:17.842935"
"723","Lalgudi","Tamil Nadu","T.P","23,405","2015-03-15 04:06:17.854125","2015-03-15 04:06:17.854125"
"724","Lalitpur","Uttar Pradesh","M.B","1,11,892","2015-03-15 04:06:17.865084","2015-03-15 04:06:17.865084"
"725","Lalganj","Uttar Pradesh","N.P","21,142","2015-03-15 04:06:17.876167","2015-03-15 04:06:17.876167"
"726","Lalsot","Rajasthan","M","28,249","2015-03-15 04:06:17.887284","2015-03-15 04:06:17.887284"
"727","Lanka","Assam","T.C","34,423","2015-03-15 04:06:17.89895","2015-03-15 04:06:17.89895"
"728","Lar","Uttar Pradesh","N.P","25,363","2015-03-15 04:06:17.909312","2015-03-15 04:06:17.909312"
"729","Lathi","Gujarat","M","20,966","2015-03-15 04:06:17.920459","2015-03-15 04:06:17.920459"
"730","Latur","Maharashtra","M.Cl","2,99,985","2015-03-15 04:06:17.931771","2015-03-15 04:06:17.931771"
"731","Leh","Jammu and Kashmir","N.A.C","(2011)27,513","2015-03-15 04:06:17.942495","2015-03-15 04:06:17.942495"
"732","Lilong","Manipur","N.P","20,257","2015-03-15 04:06:17.953763","2015-03-15 04:06:17.953763"
"733","Limbdi","Gujarat","M","40,071","2015-03-15 04:06:17.964697","2015-03-15 04:06:17.964697"
"734","Lingsuguru","Karnataka","T.P","27,306","2015-03-15 04:06:17.975812","2015-03-15 04:06:17.975812"
"735","Loha","Maharashtra","M.Cl","20,148","2015-03-15 04:06:17.986712","2015-03-15 04:06:17.986712"
"736","Lohardaga","Jharkhand","M","46,196","2015-03-15 04:06:17.997959","2015-03-15 04:06:17.997959"
"737","Lonar","Maharashtra","M.Cl","20,082","2015-03-15 04:06:18.008995","2015-03-15 04:06:18.008995"
"738","Lonavla","Maharashtra","M.Cl","55,652","2015-03-15 04:06:18.020071","2015-03-15 04:06:18.020071"
"739","Longowal","Punjab","M.Cl","20,239","2015-03-15 04:06:18.03116","2015-03-15 04:06:18.03116"
"740","Loni","Uttar Pradesh","N.P","1,20,945","2015-03-15 04:06:18.042271","2015-03-15 04:06:18.042271"
"741","Losal","Rajasthan","M","25,361","2015-03-15 04:06:18.053681","2015-03-15 04:06:18.053681"
"742","Lucknow*","Uttar Pradesh","UA","22,45,509","2015-03-15 04:06:18.064405","2015-03-15 04:06:18.064405"
"743","Ludhiana","Punjab","M.Corp.","13,98,467","2015-03-15 04:06:18.075473","2015-03-15 04:06:18.075473"
"744","Lumding","Assam","UA","50,570","2015-03-15 04:06:18.087238","2015-03-15 04:06:18.087238"
"745","Lunawada","Gujarat","M","33,369","2015-03-15 04:06:18.097634","2015-03-15 04:06:18.097634"
"746","Lundi","Madhya Pradesh","N.P","20,168","2015-03-15 04:06:18.108685","2015-03-15 04:06:18.108685"
"747","Lunglei","Mizoram","N.T","47,137","2015-03-15 04:06:18.119778","2015-03-15 04:06:18.119778"
"748","Macherla","Andhra Pradesh","M","49,221","2015-03-15 04:06:18.130843","2015-03-15 04:06:18.130843"
"749","Machilipatnam","Andhra Pradesh","M","1,79,353","2015-03-15 04:06:18.141911","2015-03-15 04:06:18.141911"
"750","Madanapalle","Andhra Pradesh","UA","1,07,449","2015-03-15 04:06:18.152988","2015-03-15 04:06:18.152988"
"751","Maddhuru","Karnataka","T.M.C","26,521","2015-03-15 04:06:18.16404","2015-03-15 04:06:18.16404"
"752","Margao","Goa","\N","\N","2015-03-15 04:06:18.175466","2015-03-15 04:06:18.175466"
"753","Madhepura","Bihar","M","45,031","2015-03-15 04:06:18.186201","2015-03-15 04:06:18.186201"
"754","Madhubani","Bihar","M","66,340","2015-03-15 04:06:18.197161","2015-03-15 04:06:18.197161"
"755","Madhugiri","Karnataka","T.M.C","26,304","2015-03-15 04:06:18.209446","2015-03-15 04:06:18.209446"
"756","Madhupur","Jharkhand","M","47,326","2015-03-15 04:06:18.219409","2015-03-15 04:06:18.219409"
"757","Madhyamgram","Odisha","\N","\N","2015-03-15 04:06:18.230479","2015-03-15 04:06:18.230479"
"758","Madikeri","Karnataka","T.M.C","32,496","2015-03-15 04:06:18.241561","2015-03-15 04:06:18.241561"
"759","Madurai","Tamil Nadu","\N","12,30,015","2015-03-15 04:06:18.25262","2015-03-15 04:06:18.25262"
"760","Maagadi","Karnataka","T.M.C","25,031","2015-03-15 04:06:18.263703","2015-03-15 04:06:18.263703"
"761","Mahabaleswar","Maharashtra","\N","\N","2015-03-15 04:06:18.274726","2015-03-15 04:06:18.274726"
"762","Mahad","Maharashtra","M.Cl","24,276","2015-03-15 04:06:18.285831","2015-03-15 04:06:18.285831"
"763","Mahbubnagar","Andhra Pradesh","UA","1,39,662","2015-03-15 04:06:18.297223","2015-03-15 04:06:18.297223"
"764","Mahalingapura","Karnataka","T.M.C","30,858","2015-03-15 04:06:18.307944","2015-03-15 04:06:18.307944"
"765","Maharajganj","Bihar","N.A","20,860","2015-03-15 04:06:18.31888","2015-03-15 04:06:18.31888"
"766","Maharajpur","Madhya Pradesh","NP","21,490","2015-03-15 04:06:18.330295","2015-03-15 04:06:18.330295"
"767","Mahasamund","Chhattisgarh","M","47,100","2015-03-15 04:06:18.34117","2015-03-15 04:06:18.34117"
"768","Mahe","Puducherry","M","36,828","2015-03-15 04:06:18.352222","2015-03-15 04:06:18.352222"
