"id","name","state","classification","population","created_at","updated_at"
"1248","Reoti","Uttar Pradesh","N.P","22,082","2015-03-15 04:06:24.065264","2015-03-15 04:06:24.065264"
"1249","Repalle","Andhra Pradesh","M","42,539","2015-03-15 04:06:24.120641","2015-03-15 04:06:24.120641"
"1250","Revelganj","Bihar","M","34,042","2015-03-15 04:06:24.186947","2015-03-15 04:06:24.186947"
"1251","Rewa","Madhya Pradesh","M.Corp.","1,83,274","2015-03-15 04:06:24.229667","2015-03-15 04:06:24.229667"
"1252","Rewari","Haryana","M.Cl","1,00,684","2015-03-15 04:06:24.253356","2015-03-15 04:06:24.253356"
"1253","Rishikesh","Uttarakhand","UA","78,805","2015-03-15 04:06:24.264394","2015-03-15 04:06:24.264394"
"1254","Risod","Maharashtra","M.Cl","27,516","2015-03-15 04:06:24.275519","2015-03-15 04:06:24.275519"
"1255","Robertsganj","Uttar Pradesh","M.B","32,243","2015-03-15 04:06:24.286546","2015-03-15 04:06:24.286546"
"1256","Robertson Pet","Karnataka","UA","1,57,084","2015-03-15 04:06:24.297646","2015-03-15 04:06:24.297646"
"1257","Rohtak","Haryana","M.Corp.","2,94,577","2015-03-15 04:06:24.308987","2015-03-15 04:06:24.308987"
"1258","Ron","Karnataka","T.P","21,643","2015-03-15 04:06:24.319821","2015-03-15 04:06:24.319821"
"1259","Roorkee","Uttarakhand","UA","1,15,278","2015-03-15 04:06:24.330727","2015-03-15 04:06:24.330727"
"1260","Rosera","Bihar","M","27,492","2015-03-15 04:06:24.343056","2015-03-15 04:06:24.343056"
"1261","Rudauli","Uttar Pradesh","M.B","36,776","2015-03-15 04:06:24.35301","2015-03-15 04:06:24.35301"
"1262","Rudrapur","Uttarakhand","M.B","88,676","2015-03-15 04:06:24.364067","2015-03-15 04:06:24.364067"
"1263","Rudrapur","Uttar Pradesh","N.P","26,683","2015-03-15 04:06:24.375119","2015-03-15 04:06:24.375119"
"1264","Rupnagar","Punjab","M.Cl","49,159","2015-03-15 04:06:24.386162","2015-03-15 04:06:24.386162"
"1265","Sabalgarh","Madhya Pradesh","UA","34,039","2015-03-15 04:06:24.396989","2015-03-15 04:06:24.396989"
"1266","Sadabad","Uttar Pradesh","N.P","31,742","2015-03-15 04:06:24.408362","2015-03-15 04:06:24.408362"
"1267","Sadalaga","Karnataka","T.P","20,202","2015-03-15 04:06:24.419456","2015-03-15 04:06:24.419456"
"1268","Sadasivpet","Andhra Pradesh","M","36,334","2015-03-15 04:06:24.430474","2015-03-15 04:06:24.430474"
"1269","Sadri","Rajasthan","M","24,413","2015-03-15 04:06:24.441538","2015-03-15 04:06:24.441538"
"1270","Sadulshahar","Rajasthan","M","22,326","2015-03-15 04:06:24.452678","2015-03-15 04:06:24.452678"
"1271","Sadulpur","Rajasthan","M","1,22,326","2015-03-15 04:06:24.464761","2015-03-15 04:06:24.464761"
"1272","Safidon","Haryana","M.C","27,541","2015-03-15 04:06:24.474848","2015-03-15 04:06:24.474848"
"1273","Safipur","Uttar Pradesh","N.P","22,378","2015-03-15 04:06:24.485818","2015-03-15 04:06:24.485818"
"1274","Sagar","Madhya Pradesh","UA","3,08,922","2015-03-15 04:06:24.496977","2015-03-15 04:06:24.496977"
"1275","Sagara","Karnataka","T.M.C","50,131","2015-03-15 04:06:24.508035","2015-03-15 04:06:24.508035"
"1276","Sagwara","Rajasthan","M","31,127","2015-03-15 04:06:24.519138","2015-03-15 04:06:24.519138"
"1277","Saharanpur","Uttar Pradesh","M.B","4,55,754","2015-03-15 04:06:24.530202","2015-03-15 04:06:24.530202"
"1278","Saharsa","Bihar","N.T","1,25,167","2015-03-15 04:06:24.541235","2015-03-15 04:06:24.541235"
"1279","Sahaspur","Uttar Pradesh","N.P","22,606","2015-03-15 04:06:24.552468","2015-03-15 04:06:24.552468"
"1280","Sahaswan","Uttar Pradesh","M.B","58,184","2015-03-15 04:06:24.563383","2015-03-15 04:06:24.563383"
"1281","Sahawar","Uttar Pradesh","N.P","20,470","2015-03-15 04:06:24.574457","2015-03-15 04:06:24.574457"
"1282","Sahibganj","Jharkhand","M","80,154","2015-03-15 04:06:24.586639","2015-03-15 04:06:24.586639"
"1283","Sahjanwa","Uttar Pradesh","N.P","25,107","2015-03-15 04:06:24.596625","2015-03-15 04:06:24.596625"
"1284","Saidpur","Uttar Pradesh","N.P","21,568","2015-03-15 04:06:24.607705","2015-03-15 04:06:24.607705"
"1285","Saiha","Mizoram","N.T","19,731","2015-03-15 04:06:24.618628","2015-03-15 04:06:24.618628"
"1286","Sailu","Maharashtra","M.Cl","39,851","2015-03-15 04:06:24.629659","2015-03-15 04:06:24.629659"
"1287","Sainthia","West Bengal","M","39,145","2015-03-15 04:06:24.640809","2015-03-15 04:06:24.640809"
"1288","Sakaleshapura","Karnataka","T.M.C","23,176","2015-03-15 04:06:24.651993","2015-03-15 04:06:24.651993"
"1289","Sakti","Chhattisgarh","N.P","20,213","2015-03-15 04:06:24.663069","2015-03-15 04:06:24.663069"
"1290","Salaya","Gujarat","M","26,875","2015-03-15 04:06:24.674225","2015-03-15 04:06:24.674225"
"1291","Salem","Tamil Nadu","UA","7,51,438","2015-03-15 04:06:24.685124","2015-03-15 04:06:24.685124"
"1292","Salur","Andhra Pradesh","M","48,354","2015-03-15 04:06:24.696196","2015-03-15 04:06:24.696196"
"1293","Samalkha","Haryana","M.C","29,866","2015-03-15 04:06:24.707341","2015-03-15 04:06:24.707341"
"1294","Samalkot","Andhra Pradesh","M","53,602","2015-03-15 04:06:24.718335","2015-03-15 04:06:24.718335"
"1295","Samana","Punjab","M.Cl","46,592","2015-03-15 04:06:24.729379","2015-03-15 04:06:24.729379"
"1296","Samastipur","Bihar","UA","61,998","2015-03-15 04:06:24.740435","2015-03-15 04:06:24.740435"
"1297","Sambalpur","Odisha","UA","2,26,469","2015-03-15 04:06:24.751577","2015-03-15 04:06:24.751577"
"1298","Sambhal","Uttar Pradesh","M.B","1,82,478","2015-03-15 04:06:24.762628","2015-03-15 04:06:24.762628"
"1299","Sambhar","Rajasthan","M","22,293","2015-03-15 04:06:24.773711","2015-03-15 04:06:24.773711"
"1300","Samdhan","Uttar Pradesh","N.P","25,327","2015-03-15 04:06:24.784776","2015-03-15 04:06:24.784776"
"1301","Samthar","Uttar Pradesh","M.B","20,217","2015-03-15 04:06:24.795888","2015-03-15 04:06:24.795888"
"1302","Sanand","Gujarat","M","32,417","2015-03-15 04:06:24.806855","2015-03-15 04:06:24.806855"
"1303","Sanawad","Madhya Pradesh","M","34,114","2015-03-15 04:06:24.818118","2015-03-15 04:06:24.818118"
"1304","Sanchore","Rajasthan","M","25,884","2015-03-15 04:06:24.829186","2015-03-15 04:06:24.829186"
"1305","Sindagi","Karnataka","T.M.C.","23,234","2015-03-15 04:06:24.839985","2015-03-15 04:06:24.839985"
"1306","Sandi","Uttar Pradesh","M.B","23,234","2015-03-15 04:06:24.851258","2015-03-15 04:06:24.851258"
"1307","Sandila","Uttar Pradesh","M.B","48,899","2015-03-15 04:06:24.862274","2015-03-15 04:06:24.862274"
"1308","Sandur","Karnataka","T.P","27,614","2015-03-15 04:06:24.873388","2015-03-15 04:06:24.873388"
"1309","Sangamner","Maharashtra","M.Cl","61,958","2015-03-15 04:06:24.884544","2015-03-15 04:06:24.884544"
"1310","Sangareddy","Andhra Pradesh","M","57,113","2015-03-15 04:06:24.895519","2015-03-15 04:06:24.895519"
"1311","Sangaria","Rajasthan","M","34,537","2015-03-15 04:06:24.906587","2015-03-15 04:06:24.906587"
"1312","Sangli","Maharashtra","UA","4,47,774","2015-03-15 04:06:24.918287","2015-03-15 04:06:24.918287"
"1313","Sangole","Maharashtra","M.Cl","28,116","2015-03-15 04:06:24.928795","2015-03-15 04:06:24.928795"
"1314","Sangrur","Punjab","M.Cl","77,989","2015-03-15 04:06:24.939871","2015-03-15 04:06:24.939871"
"1315","Sankarankoil","Tamil Nadu","M","53,606","2015-03-15 04:06:24.951953","2015-03-15 04:06:24.951953"
"1316","Sankari","Tamil Nadu","T.P","27,454","2015-03-15 04:06:24.961917","2015-03-15 04:06:24.961917"
"1317","Sankeshwara","Karnataka","T.M.C","32,511","2015-03-15 04:06:24.972785","2015-03-15 04:06:24.972785"
"1318","Santipur","West Bengal","M","1,38,235","2015-03-15 04:06:24.984111","2015-03-15 04:06:24.984111"
"1319","Sarangpur","Madhya Pradesh","M","32,294","2015-03-15 04:06:24.995188","2015-03-15 04:06:24.995188"
"1320","Sardarshahar","Rajasthan","M","81,394","2015-03-15 04:06:25.006302","2015-03-15 04:06:25.006302"
"1321","Sardhana","Uttar Pradesh","M.B","48,314","2015-03-15 04:06:25.017235","2015-03-15 04:06:25.017235"
"1322","Sarni","Madhya Pradesh","M","95,012","2015-03-15 04:06:25.028386","2015-03-15 04:06:25.028386"
"1323","Sasaram","Bihar","M","1,31,172","2015-03-15 04:06:25.039568","2015-03-15 04:06:25.039568"
"1324","Sasvad","Maharashtra","M.Cl","26,689","2015-03-15 04:06:25.05058","2015-03-15 04:06:25.05058"
"1325","Satana","Maharashtra","M.Cl","32,561","2015-03-15 04:06:25.061668","2015-03-15 04:06:25.061668"
"1326","Satara","Maharashtra","M.Cl","1,08,048","2015-03-15 04:06:25.072839","2015-03-15 04:06:25.072839"
"1327","Satna","Madhya Pradesh","UA","2,29,307","2015-03-15 04:06:25.083557","2015-03-15 04:06:25.083557"
"1328","Sathyamangalam","Tamil Nadu","M","33,722","2015-03-15 04:06:25.094846","2015-03-15 04:06:25.094846"
"1329","Sattenapalle","Andhra Pradesh","M","51,404","2015-03-15 04:06:25.105901","2015-03-15 04:06:25.105901"
"1330","Sattur","Tamil Nadu","M","31,443","2015-03-15 04:06:25.116967","2015-03-15 04:06:25.116967"
"1331","Saunda","Jharkhand","C.T","85,075","2015-03-15 04:06:25.128066","2015-03-15 04:06:25.128066"
"1332","Soudaththi-Yellamma","Karnataka","T.M.C","38,155","2015-03-15 04:06:25.139135","2015-03-15 04:06:25.139135"
"1333","Sausar","Madhya Pradesh","N.P","24,312","2015-03-15 04:06:25.150166","2015-03-15 04:06:25.150166"
"1334","Savarkundla","Gujarat","M","73,774","2015-03-15 04:06:25.161483","2015-03-15 04:06:25.161483"
"1335","Savanur","Karnataka","T.M.C","35,563","2015-03-15 04:06:25.172316","2015-03-15 04:06:25.172316"
"1336","Savner","Maharashtra","M.Cl","26,712","2015-03-15 04:06:25.183421","2015-03-15 04:06:25.183421"
"1337","Sawai Madhopur","Rajasthan","UA","1,01,997","2015-03-15 04:06:25.195659","2015-03-15 04:06:25.195659"
"1338","Sawantwadi","Maharashtra","M.Cl","22,901","2015-03-15 04:06:25.205603","2015-03-15 04:06:25.205603"
"1339","Sedam","Karnataka","T.M.C","31,539","2015-03-15 04:06:25.216591","2015-03-15 04:06:25.216591"
"1340","Sehore","Madhya Pradesh","UA","92,518","2015-03-15 04:06:25.227816","2015-03-15 04:06:25.227816"
"1341","Sendhwa","Madhya Pradesh","M","48,941","2015-03-15 04:06:25.23881","2015-03-15 04:06:25.23881"
"1342","Seohara","Uttar Pradesh","UA","47,575","2015-03-15 04:06:25.24991","2015-03-15 04:06:25.24991"
"1343","Seoni","Madhya Pradesh","M","89,801","2015-03-15 04:06:25.260965","2015-03-15 04:06:25.260965"
"1344","Seoni-Malwa","Madhya Pradesh","M","26,202","2015-03-15 04:06:25.271959","2015-03-15 04:06:25.271959"
"1345","Shahabad","Karnataka","UA","66,550","2015-03-15 04:06:25.283163","2015-03-15 04:06:25.283163"
"1346","Shahabad, Hardoi","Uttar Pradesh","M.B","67,751","2015-03-15 04:06:25.294267","2015-03-15 04:06:25.294267"
"1347","Shahabad, Rampur","Uttar Pradesh","N.P","32,370","2015-03-15 04:06:25.304984","2015-03-15 04:06:25.304984"
"1348","Shahade","Maharashtra","M.Cl","49,696","2015-03-15 04:06:25.317443","2015-03-15 04:06:25.317443"
"1349","Shahbad","Haryana","M.C","37,289","2015-03-15 04:06:25.327363","2015-03-15 04:06:25.327363"
"1350","Shahdol","Madhya Pradesh","M","78,624","2015-03-15 04:06:25.338449","2015-03-15 04:06:25.338449"
"1351","Shahganj","Uttar Pradesh","M.B","24,602","2015-03-15 04:06:25.349529","2015-03-15 04:06:25.349529"
"1352","Shahjahanpur","Uttar Pradesh","UA","3,21,885","2015-03-15 04:06:25.360773","2015-03-15 04:06:25.360773"
"1353","Shahapura","Karnataka","T.M.C","38,907","2015-03-15 04:06:25.371624","2015-03-15 04:06:25.371624"
"1354","Shahpura","Rajasthan","M","28,174","2015-03-15 04:06:25.382692","2015-03-15 04:06:25.382692"
"1355","Shahpura","Rajasthan","M","27,792","2015-03-15 04:06:25.394016","2015-03-15 04:06:25.394016"
"1356","Shajapur","Madhya Pradesh","UA","57,818","2015-03-15 04:06:25.404729","2015-03-15 04:06:25.404729"
"1357","Shamgarh","Madhya Pradesh","N.P","21,507","2015-03-15 04:06:25.415896","2015-03-15 04:06:25.415896"
"1358","Shamli","Uttar Pradesh","M.B","90,055","2015-03-15 04:06:25.427222","2015-03-15 04:06:25.427222"
"1359","Shamsabad, Agra","Uttar Pradesh","M.B","27,338","2015-03-15 04:06:25.438156","2015-03-15 04:06:25.438156"
"1360","Shamsabad, Farrukhabad","Uttar Pradesh","N.P","23,596","2015-03-15 04:06:25.449105","2015-03-15 04:06:25.449105"
"1361","Shegaon","Maharashtra","M.Cl","52,423","2015-03-15 04:06:25.460238","2015-03-15 04:06:25.460238"
"1362","Sheikhpura","Bihar","M","43,113","2015-03-15 04:06:25.471218","2015-03-15 04:06:25.471218"
"1363","Shendurjana","Maharashtra","M.Cl","21,083","2015-03-15 04:06:25.482325","2015-03-15 04:06:25.482325"
"1364","Shenkottai","Tamil Nadu","M","26,838","2015-03-15 04:06:25.493544","2015-03-15 04:06:25.493544"
"1365","Sheoganj","Rajasthan","M","24,789","2015-03-15 04:06:25.504528","2015-03-15 04:06:25.504528"
"1366","Sheohar","Bihar","N.A","21,262","2015-03-15 04:06:25.515547","2015-03-15 04:06:25.515547"
"1367","Sheopur","Madhya Pradesh","UA","58,342","2015-03-15 04:06:25.527222","2015-03-15 04:06:25.527222"
"1368","Sherghati","Bihar","N.A","32,526","2015-03-15 04:06:25.537514","2015-03-15 04:06:25.537514"
"1369","Sherkot","Uttar Pradesh","M.B","52,880","2015-03-15 04:06:25.548761","2015-03-15 04:06:25.548761"
"1370","Shiggaavi","Karnataka","T.P","24,327","2015-03-15 04:06:25.561146","2015-03-15 04:06:25.561146"
"1371","Shikapur","Karnataka","T.M.C","31,516","2015-03-15 04:06:25.57097","2015-03-15 04:06:25.57097"
"1372","Shikarpur, Bulandshahr","Uttar Pradesh","M.B","33,187","2015-03-15 04:06:25.582008","2015-03-15 04:06:25.582008"
"1373","Shikohabad","Uttar Pradesh","M.B","88,161","2015-03-15 04:06:25.594449","2015-03-15 04:06:25.594449"
"1374","Shillong*","Meghalaya","UA","2,67,662","2015-03-15 04:06:25.604264","2015-03-15 04:06:25.604264"
"1375","Shimla*","Himachal Pradesh","UA","1,44,975","2015-03-15 04:06:25.61531","2015-03-15 04:06:25.61531"
"1376","Shivamogga","Karnataka","C.M.C","2,74,352","2015-03-15 04:06:25.626463","2015-03-15 04:06:25.626463"
"1377","Shirdi","Maharashtra","M.Cl","26,184","2015-03-15 04:06:25.637428","2015-03-15 04:06:25.637428"
"1378","Shirpur-Warwade","Maharashtra","M.Cl","61,694","2015-03-15 04:06:25.648666","2015-03-15 04:06:25.648666"
"1379","Shirur","Maharashtra","M.Cl","26,999","2015-03-15 04:06:25.659757","2015-03-15 04:06:25.659757"
"1380","Shishgarh","Uttar Pradesh","N.P","20,684","2015-03-15 04:06:25.670712","2015-03-15 04:06:25.670712"
"1381","Shivpuri","Madhya Pradesh","M","1,46,892","2015-03-15 04:06:25.682508","2015-03-15 04:06:25.682508"
"1382","Sholavandan","Tamil Nadu","T.P","21,638","2015-03-15 04:06:25.692914","2015-03-15 04:06:25.692914"
"1383","Sholingur","Tamil Nadu","T.P","26,652","2015-03-15 04:06:25.703923","2015-03-15 04:06:25.703923"
"1384","Shoranur","Kerala","M","42,029","2015-03-15 04:06:25.714882","2015-03-15 04:06:25.714882"
"1385","Surapura","Karnataka","T.M.C","43,622","2015-03-15 04:06:25.726107","2015-03-15 04:06:25.726107"
"1386","Shrigonda","Maharashtra","M.Cl","26,324","2015-03-15 04:06:25.737089","2015-03-15 04:06:25.737089"
"1387","Shrirampur","Maharashtra","UA","88,761","2015-03-15 04:06:25.748113","2015-03-15 04:06:25.748113"
"1388","Shree Rangapattana","Karnataka","T.M.C","23,729","2015-03-15 04:06:25.759207","2015-03-15 04:06:25.759207"
"1389","Shujalpur","Madhya Pradesh","M","42,461","2015-03-15 04:06:25.770544","2015-03-15 04:06:25.770544"
"1390","Siana","Uttar Pradesh","M.B","38,999","2015-03-15 04:06:25.781285","2015-03-15 04:06:25.781285"
"1391","Sibsagar","Assam","M.B","53,854","2015-03-15 04:06:25.792367","2015-03-15 04:06:25.792367"
"1392","Siddipet","Andhra Pradesh","M","61,809","2015-03-15 04:06:25.80435","2015-03-15 04:06:25.80435"
"1393","Sidhi","Madhya Pradesh","M","45,700","2015-03-15 04:06:25.814499","2015-03-15 04:06:25.814499"
"1394","Sidhpur","Gujarat","UA","58,194","2015-03-15 04:06:25.825295","2015-03-15 04:06:25.825295"
"1395","Sidhalaghatta","Karnataka","T.M.C","41,098","2015-03-15 04:06:25.836691","2015-03-15 04:06:25.836691"
"1396","Sihor","Gujarat","M","46,960","2015-03-15 04:06:25.847691","2015-03-15 04:06:25.847691"
"1397","Sihora","Madhya Pradesh","M","37,870","2015-03-15 04:06:25.8588","2015-03-15 04:06:25.8588"
"1398","Sikanderpur","Uttar Pradesh","N.P","21,783","2015-03-15 04:06:25.869888","2015-03-15 04:06:25.869888"
"1399","Sikandra Rao","Uttar Pradesh","M.B","37,938","2015-03-15 04:06:25.880935","2015-03-15 04:06:25.880935"
"1400","Sikandrabad","Uttar Pradesh","M.B","69,867","2015-03-15 04:06:25.89217","2015-03-15 04:06:25.89217"
"1401","Sikar","Rajasthan","UA","1,85,925","2015-03-15 04:06:25.903091","2015-03-15 04:06:25.903091"
"1402","Silao","Bihar","N.A","20,177","2015-03-15 04:06:25.914121","2015-03-15 04:06:25.914121"
"1403","Silapathar","Assam","T.C","22,516","2015-03-15 04:06:25.92599","2015-03-15 04:06:25.92599"
"1404","Silchar","Assam","UA","1,84,105","2015-03-15 04:06:25.936371","2015-03-15 04:06:25.936371"
"1405","Siliguri","West Bengal","M.Corp.","15,72,000","2015-03-15 04:06:25.947427","2015-03-15 04:06:25.947427"
"1406","Sillod","Maharashtra","M.Cl","43,867","2015-03-15 04:06:25.958371","2015-03-15 04:06:25.958371"
"1407","Silvassa*","Dadra and Nagar Haveli","C.T","21,893","2015-03-15 04:06:25.969353","2015-03-15 04:06:25.969353"
"1408","Simdega","Jharkhand","N.A","33,981","2015-03-15 04:06:25.98057","2015-03-15 04:06:25.98057"
"1409","Sindhagi","Karnataka","T.M.C","27,732","2015-03-15 04:06:25.991594","2015-03-15 04:06:25.991594"
"1410","Sindhanooru","Karnataka","T.M.C","61,262","2015-03-15 04:06:26.002925","2015-03-15 04:06:26.002925"
"1411","Singapur","Andhra Pradesh","C.T","23,468","2015-03-15 04:06:26.014055","2015-03-15 04:06:26.014055"
"1412","Singrauli","Madhya Pradesh","M.Corp.","1,85,190","2015-03-15 04:06:26.024808","2015-03-15 04:06:26.024808"
"1413","Sinnar","Maharashtra","M.Cl","31,630","2015-03-15 04:06:26.035978","2015-03-15 04:06:26.035978"
"1414","Sira","Karnataka","T.M.C","50,088","2015-03-15 04:06:26.047678","2015-03-15 04:06:26.047678"
"1415","Sircilla","Andhra Pradesh","M","65,314","2015-03-15 04:06:26.057939","2015-03-15 04:06:26.057939"
"1416","Sirhind Fatehgarh Sahib","Punjab","M.Cl","49,825","2015-03-15 04:06:26.069155","2015-03-15 04:06:26.069155"
"1417","Sirkali","Tamil Nadu","M","32,228","2015-03-15 04:06:26.080243","2015-03-15 04:06:26.080243"
"1418","Sirohi","Rajasthan","M","35,544","2015-03-15 04:06:26.091314","2015-03-15 04:06:26.091314"
"1419","Sironj","Madhya Pradesh","M","42,179","2015-03-15 04:06:26.102556","2015-03-15 04:06:26.102556"
"1420","Sirsa","Haryana","M.Cl","1,60,735","2015-03-15 04:06:26.113486","2015-03-15 04:06:26.113486"
"1421","Sirsaganj","Uttar Pradesh","UA","28,212","2015-03-15 04:06:26.124446","2015-03-15 04:06:26.124446"
"1422","Sirsi","Karnataka","UA","65,335","2015-03-15 04:06:26.135761","2015-03-15 04:06:26.135761"
"1423","Sirsi","Uttar Pradesh","N.P","21,373","2015-03-15 04:06:26.14661","2015-03-15 04:06:26.14661"
"1424","Sheraguppa","Karnataka","T.P","42,919","2015-03-15 04:06:26.157455","2015-03-15 04:06:26.157455"
"1425","Sitamarhi","Bihar","UA","87,279","2015-03-15 04:06:26.169851","2015-03-15 04:06:26.169851"
"1426","Sitapur","Uttar Pradesh","M.B","1,51,908","2015-03-15 04:06:26.179822","2015-03-15 04:06:26.179822"
"1427","Sitarganj","Uttarakhand","M.B","22,027","2015-03-15 04:06:26.190907","2015-03-15 04:06:26.190907"
"1428","Sivaganga","Tamil Nadu","UA","40,220","2015-03-15 04:06:26.201998","2015-03-15 04:06:26.201998"
"1429","Sivagiri","Tamil Nadu","T.P","20,380","2015-03-15 04:06:26.213053","2015-03-15 04:06:26.213053"
"1430","Sivakasi","Tamil Nadu","UA","1,21,358","2015-03-15 04:06:26.223864","2015-03-15 04:06:26.223864"
"1431","Siwan","Bihar","M","1,09,919","2015-03-15 04:06:26.235198","2015-03-15 04:06:26.235198"
"1432","Sohagpur","Madhya Pradesh","N.P","22,339","2015-03-15 04:06:26.246294","2015-03-15 04:06:26.246294"
"1433","Sohna","Haryana","M.C","27,570","2015-03-15 04:06:26.25764","2015-03-15 04:06:26.25764"
"1434","Sojat","Rajasthan","M","38,883","2015-03-15 04:06:26.268412","2015-03-15 04:06:26.268412"
"1435","Solan","Himachal Pradesh","M.Cl","34,206","2015-03-15 04:06:26.27948","2015-03-15 04:06:26.27948"
"1436","Solapur","Maharashtra","M.Corp.","8,72,478","2015-03-15 04:06:26.291198","2015-03-15 04:06:26.291198"
"1437","Sonamukhi","West Bengal","M","27,354","2015-03-15 04:06:26.301666","2015-03-15 04:06:26.301666"
"1438","Sonepur","Bihar","N.A","33,490","2015-03-15 04:06:26.312671","2015-03-15 04:06:26.312671"
"1439","Songadh","Gujarat","M","22,431","2015-03-15 04:06:26.323654","2015-03-15 04:06:26.323654"
"1440","Sonipat","Haryana","UA","2,25,074","2015-03-15 04:06:26.334652","2015-03-15 04:06:26.334652"
"1441","Sopore","Jammu and Kashmir","UA","(2011)66,963","2015-03-15 04:06:26.345893","2015-03-15 04:06:26.345893"
"1442","Soro","Odisha","N.A.C","27,794","2015-03-15 04:06:26.35695","2015-03-15 04:06:26.35695"
"1443","Soron","Uttar Pradesh","M.B","26,678","2015-03-15 04:06:26.368022","2015-03-15 04:06:26.368022"
"1444","Soyagaon","Maharashtra","C.T","21,819","2015-03-15 04:06:26.379304","2015-03-15 04:06:26.379304"
"1445","Sri Madhopur","Rajasthan","M","28,492","2015-03-15 04:06:26.390112","2015-03-15 04:06:26.390112"
"1446","Srikakulam","Andhra Pradesh","UA","1,17,320","2015-03-15 04:06:26.401279","2015-03-15 04:06:26.401279"
"1447","Srikalahasti","Andhra Pradesh","M","70,854","2015-03-15 04:06:26.412373","2015-03-15 04:06:26.412373"
"1448","Srinagar*","Jammu and Kashmir","UA","style=""text-align:right;""(2011)1,192,792","2015-03-15 04:06:26.423387","2015-03-15 04:06:26.423387"
"1449","Shreenivaasapura","Karnataka","T.P","22,959","2015-03-15 04:06:26.434486","2015-03-15 04:06:26.434486"
"1450","Srisailam Project (Right Flank Colony) Township","Andhra Pradesh","C.T","23,273","2015-03-15 04:06:26.445456","2015-03-15 04:06:26.445456"
"1451","Srirampore","West Bengal","\N","19500","2015-03-15 04:06:26.456569","2015-03-15 04:06:26.456569"
"1452","Srivilliputhur","Tamil Nadu","M","73,183","2015-03-15 04:06:26.467635","2015-03-15 04:06:26.467635"
"1453","Suar","Uttar Pradesh","M.B","26,149","2015-03-15 04:06:26.478729","2015-03-15 04:06:26.478729"
"1454","Sugauli","Bihar","N.A","31,432","2015-03-15 04:06:26.489782","2015-03-15 04:06:26.489782"
"1455","Sujangarh","Rajasthan","M","83,846","2015-03-15 04:06:26.501111","2015-03-15 04:06:26.501111"
"1456","Sujanpur","Punjab","M.Cl","21,815","2015-03-15 04:06:26.511988","2015-03-15 04:06:26.511988"
"1457","Sultanganj","Bihar","N.A","41,958","2015-03-15 04:06:26.523082","2015-03-15 04:06:26.523082"
"1458","Sultanpur","Uttar Pradesh","M.B","1,00,065","2015-03-15 04:06:26.535247","2015-03-15 04:06:26.535247"
"1459","Sumerpur","Rajasthan","M","31,482","2015-03-15 04:06:26.54504","2015-03-15 04:06:26.54504"
"1460","Sumerpur","Uttar Pradesh","N.P","24,661","2015-03-15 04:06:26.556227","2015-03-15 04:06:26.556227"
"1461","Sunabeda","Odisha","N.A.C","58,884","2015-03-15 04:06:26.567294","2015-03-15 04:06:26.567294"
"1462","Sunam","Punjab","UA","56,251","2015-03-15 04:06:26.578238","2015-03-15 04:06:26.578238"
"1463","Sundargarh","Odisha","M","38,421","2015-03-15 04:06:26.589457","2015-03-15 04:06:26.589457"
"1464","Sundarnagar","Himachal Pradesh","M.Cl","23,986","2015-03-15 04:06:26.600503","2015-03-15 04:06:26.600503"
"1465","Supaul","Bihar","M","54,085","2015-03-15 04:06:26.611534","2015-03-15 04:06:26.611534"
"1466","Surandai","Tamil Nadu","T.P","28,146","2015-03-15 04:06:26.622763","2015-03-15 04:06:26.622763"
"1467","Surat","Gujarat","M.Corp.","28,76,374","2015-03-15 04:06:26.633732","2015-03-15 04:06:26.633732"
"1468","Suratgarh","Rajasthan","M","58,119","2015-03-15 04:06:26.644775","2015-03-15 04:06:26.644775"
"1469","Suri","West Bengal","M","61,806","2015-03-15 04:06:26.656888","2015-03-15 04:06:26.656888"
"1470","Suriyampalayam","Tamil Nadu","T.P","21,923","2015-03-15 04:06:26.666993","2015-03-15 04:06:26.666993"
"1471","Suryapet","Andhra Pradesh","UA","94,585","2015-03-15 04:06:26.67807","2015-03-15 04:06:26.67807"
"1472","Tadepalligudem","Andhra Pradesh","M","1,02,622","2015-03-15 04:06:26.68914","2015-03-15 04:06:26.68914"
"1473","Tadpatri","Andhra Pradesh","M","86,843","2015-03-15 04:06:26.700113","2015-03-15 04:06:26.700113"
"1474","Taki","West Bengal","M","37,305","2015-03-15 04:06:26.711289","2015-03-15 04:06:26.711289"
"1475","Talaja","Gujarat","M","26,104","2015-03-15 04:06:26.722351","2015-03-15 04:06:26.722351"
"1476","Talcher","Odisha","M","34,998","2015-03-15 04:06:26.733437","2015-03-15 04:06:26.733437"
"1477","Talegaon Dabhade","Maharashtra","M.Cl","42,578","2015-03-15 04:06:26.744713","2015-03-15 04:06:26.744713"
"1478","Thaalikote","Karnataka","T.M.C","26,205","2015-03-15 04:06:26.755539","2015-03-15 04:06:26.755539"
"1479","Taliparamba","Kerala","M","67,507","2015-03-15 04:06:26.766715","2015-03-15 04:06:26.766715"
"1480","Talode","Maharashtra","M.Cl","25,036","2015-03-15 04:06:26.778493","2015-03-15 04:06:26.778493"
"1481","Talwara","Punjab","C.T","22,574","2015-03-15 04:06:26.788855","2015-03-15 04:06:26.788855"
"1482","Tamluk","West Bengal","M","45,830","2015-03-15 04:06:26.799891","2015-03-15 04:06:26.799891"
